id,name,type,cost,vp,count,description,flavor_text
REG1_TRL_08,異邦孤兒的啼哭哀求,試煉,0,0,1,檢定：【仁愛施予】目標 10 點。｜成功：給予熱湯與愛心擁抱，全隊虔誠 +3 且吸引該孤兒跟隨信主。｜失敗：冷漠拒絕，使徒背負 2 點罪惡值（自私與貪婪）。,在神我們的父面前，那清潔沒有玷污的虔誠，就是看顧在患難中的孤兒寡婦。
REG1_TRL_09,撒都該人的復活詰難,複合試煉,0,0,1,複合檢定：【信實良善】目標 12 點 ＋【溫柔謙卑】目標 10 點。｜雙過：引經據典駁倒異端，全隊虔誠 +3 且公會威脅暫緩 1 輪。｜失敗：神學辯論失利，全隊信徒信心動搖虔誠 -2。,撒都該人常說沒有復活的事，那天他們前來詰難耶穌。
REG1_TRL_10,深夜客西馬尼的逮捕,試煉,0,0,1,檢定：【和平忍耐】目標 12 點。｜成功：收刀入鞘安然順服神旨意，同伴免受波及。｜失敗：血氣拔刀傷人，罪惡值 +3（暴怒），且受重創 生命 -4。,「收刀入鞘吧！凡動刀的，必死在刀下。」
REG1_TRL_11,公堂假見證的惡毒誣陷,試煉,0,0,1,檢定：【溫柔謙卑】目標 12 點。｜成功：如同羊在剪毛人手下無聲，神親自為其申冤，洗淨 2 點罪惡！｜失敗：怒不可遏反唇相譏，罪惡值 +2（驕傲與憤怒）。,有幾個人站起來，作假見證告他說：「我們聽見他說過...」
REG1_TRL_12,荒野黑夜的毒蠍之災,試煉,0,0,1,檢定：【節制克己】目標 10 點。｜成功：警醒謹慎避開毒腺，安然度夜。｜失敗：被毒蠍刺傷，生命 -3 且中毒（下輪黃昏額外扣 1 點生命）。,「我已經給你們權柄可以踐踏蛇和蠍子，又勝過仇敵一切的能力。」
REG1_TRL_13,異教地痞的勒索強佔,試煉,0,0,1,檢定：【仁愛施予】目標 10 點 或【喜樂熱心】目標 10 點。｜成功：以真道折服地痞，化敵為友。｜失敗：聚會據點受損，損失 2 份糧食且全隊虔誠 -1。,他們搶奪信徒的田產，強行索取過路規費。
REG1_TRL_14,連夜修補聖所的苦工,試煉,0,0,1,檢定：【喜樂熱心】目標 12 點。｜成功：全隊聚會所修繕完畢，防禦力大增！｜失敗：使徒體力透支，生命 -3 且下輪行動點 -1。,各人一手做工，一手拿兵器，日夜修築耶路撒冷的城牆。
REG1_TRL_15,傷殘惡犬的暴戾威脅,試煉,0,0,1,檢定：【和平忍耐】目標 10 點。｜成功：以溫柔馴服猛犬，平息險情。｜失敗：被野犬咬傷撕扯，生命 -3。,神必差遣使者救你脫離捕鳥人的網羅和毒害的瘟疫。
REG1_TRL_16,混入團契的偽使徒,複合試煉,0,0,1,複合檢定：【信實良善】目標 12 點 ＋【恩慈憐憫】目標 10 點。｜雙過：明察秋毫勸誡挽回，團契聖潔且該偽徒悔改歸正！｜失敗：破壞教會合一，全隊使徒罪惡值各 +1。,那等人是假使徒，行事詭詐，裝作基督使徒的模樣。
REG1_EVT_01,天使夜間開監門,事件,0,0,1,神蹟恩典：直接平息當前 1 項生效中的災禍，且全體使徒虔誠力 +2！,「主的使者夜間開了監門，領他們出來，說：去站在聖殿裡講道！」
REG1_EVT_02,索羅門廊下的辯道,事件,0,0,1,恩典機遇：當前使徒可立即免費執行一次講道，且檢定獲得 +4 修正！,百姓都十分驚奇，一齊跑到所羅門的廊下。
REG1_EVT_03,聖靈如大風吹過,事件,0,0,1,聖靈充滿：全體使徒虔誠力 +4！且本輪內所有向百姓傳道講道的 檢定目標全部 -2！,忽然從天上有響聲下來，好像一陣大風吹過，充滿了他們所坐的屋子。
REG1_EVT_04,初代信徒凡物公用,事件,0,0,1,團契之美：全隊獲得 2 份糧食，且每位使徒各自消除 2 點罪惡值。,信的人都在一處，凡物公用，並且賣了田產家業，照各人所需的分給各人。
REG1_EVT_05,西羅亞池的泥土醫治,事件,0,0,1,神蹟醫治：若隊伍中有任何患病或受傷的未信人民，直接免費移除其需要標記，使其心門敞開！,用唾沫和泥抹在瞎子的眼睛上，對他說：「你往西羅亞池子裡去洗。」
REG1_EVT_06,七執事的按手設立,事件,0,0,1,成全契機：場上一名已歸主者可立即免費成全為【聖徒】（免去 2 枚祈禱代幣需求）！,使徒禱告了，就按手在他們頭上。
REG1_EVT_07,迦拿婚宴的豐盛恩典,事件,0,0,1,喜樂洋溢：全隊獲得 3 份糧食水產物資，且使徒本輪【喜樂熱心】檢定獲得 +2 修正！,管筵席的嘗了那水變的酒，便對新郎說：「你倒把好酒留到如今！」
REG1_EVT_08,橄欖山晨曦的聖靈膏抹,事件,0,0,1,晨曦甘露：全體使徒在山丘安靜默想，每位使徒各自恢復 3 點【虔誠力】！,清晨天未亮的時候，耶穌起來，到曠野地方去，在那裡禱告。
REG1_EVT_09,法利賽長老的夜間造訪,事件,0,0,1,暗中渴慕：尼哥底母式的探訪！該長老暗中資助全隊 2 份物資，並使公會查禁災禍暫緩 1 輪！,有一個法利賽人，名叫尼哥底母，是猶太人的官，這人夜裡來見耶穌。
REG1_EVT_10,窮寡婦的罈麵瓶油不絕,事件,0,0,1,奇蹟供應：全隊現有糧食儲量直接翻倍（最多增加 4 份糧食）！,罈內的麵果不減少，瓶裡的油也不缺短，正如耶和華藉以利亞所說的話。
REG1_EVT_11,羅馬巡撫的旁觀公函,事件,0,0,1,政權緩和：羅馬官員判定信徒無犯罪行為，本輪內所有地點的講道門檻全部 -2！,迦流回答說：「若是關乎言語、名目和你們的律法，你們自己去辦吧！」
REG1_EVT_12,五旬節火舌的降臨,事件,0,0,1,聖靈烈火：全體使徒各獲得 1 枚【代禱代幣】，且當前守候中的神蹟免費增加 2 枚信心代幣！,又有舌頭如火焰顯現出來，分開落在他們各人頭上。
REG1_PP_01,美門口癱瘓的乞丐,人民,0,1,1,需要：施捨 1 糧食或【醫治神蹟】。｜講道：【溫柔謙卑】目標 8 點。｜成全門檻：5 枚祈禱代幣。｜聖徒恩賜【讚美跳躍】：使徒在此城傳道時，所有講道 檢定目標全部 -2 點！,「金銀我都沒有，只把我所有的給你。」
REG1_PP_02,迷茫的加利利漁夫,人民,0,1,1,需要：【喜樂熱心】目標 8 點 協助捕魚。｜講道：【信實良善】目標 10 點。｜成全門檻：5 枚祈禱代幣。｜聖徒恩賜【得人如得魚】：每輪黃昏穩定產出 1 份魚獲糧食！,「主啊，離開我，我是個罪人！」
REG1_PP_03,患血漏的憔悴婦人,人民,0,1,1,需要：經歷任意神蹟（觸摸衣裳）。｜講道：【恩慈憐憫】目標 8 點。｜成全門檻：5 枚祈禱代幣。｜聖徒恩賜【完全痊癒】：全隊抵擋病痛疫病檢定 檢定目標 -4 點！,「我只要摸祂的衣裳，就必痊癒。」
REG1_PP_04,患病的異邦行商,人民,0,1,1,標籤【周遊】（隨隊同行跨區）。｜需要：【仁愛施予】目標 8 點 照料疫病。｜講道：【恩慈憐憫】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【萬里通商】：跨區隨行！在任何地區每輪提供 1 糧食與 1 祈禱代幣！,走遍萬里商道，如今在基督裡尋得真安息。
REG1_PP_05,貧寒的借貸農夫,人民,0,1,1,需要：施予 1 財物或【仁愛施予】目標 8 點。｜講道：【信實良善】目標 8 點。｜成全門檻：5 枚祈禱代幣。｜聖徒恩賜【初熟之果】：在當地市集購買補給花費 -1！,終日勞碌卻入不敷出，渴望真正的安息。
REG1_PP_06,被惡鬼壓迫的狂躁少年,人民,0,1,1,需要：消耗 2 點虔誠力施行【趕鬼釋放】。｜講道：【和平忍耐】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【清心守望】：全隊在黃昏時自動消除 1 點罪惡值！,眾人都看見鬼從那孩子身上出來，孩子就痊癒了。
REG1_PP_07,恪守律法的年輕經學家,人民,0,1,1,需要：在會堂與其辯論，【信實良善】目標 10 點。｜講道：【溫柔謙卑】目標 12 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【經卷明光】：全體使徒在該區傳道時，祈求神蹟的信心代幣門檻 -1！,「夫子，律法中哪一條誡命是第一要緊的？」
REG1_PP_08,喪失獨子的哀慟寡婦,人民,0,1,1,需要：以【恩慈憐憫】目標 10 點 安慰，或祈求【死裡復活神蹟】。｜講道：【仁愛施予】目標 8 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【馨香禱告】：每輪晨更額外為全隊產出 2 枚【祈禱代幣】！,主看見那寡婦，就憐憫她，對她說：「不要哭！」
REG1_PP_09,畢士大池旁癱瘓三十八年者,人民,0,1,1,需要：呼求【醫治神蹟】或【和平忍耐】目標 10 點 服事。｜講道：【信實良善】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【立起行走】：使徒執行大步移動時可攜帶 1 名同伴一同前往，且開拓檢定 +2！,「先生，水動的時候，沒有人把我放在池子裡。」
REG1_PP_10,悔改痛哭的城中罪婦,人民,0,1,1,需要：頂住長老非議施予接納【恩慈憐憫】目標 8 點。｜講道：【溫柔謙卑】目標 8 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【香膏膏主】：使徒每次執行認罪行動時，額外消除 2 點罪惡值！,她不住地用眼淚濕了耶穌的腳，用自己的頭髮擦乾，又用嘴連連親他的腳。
REG1_PP_11,城門口盲眼乞丐巴底買,人民,0,1,1,需要：聽見其呼求停步醫治【仁愛施予】目標 8 點。｜講道：【溫柔謙卑】目標 8 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【明亮眼目】：晨更階段可額外秘密查看地區牌堆頂部 1 張牌！,「大衛的子孫耶穌啊，可憐我吧！」
REG1_PP_12,愧疚的羅馬稅吏助手,人民,0,1,1,需要：【仁愛施予】目標 8 點 協助其退還不義之財。｜講道：【信實良善】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【公義帳目】：在市集購買任何補給花費減半！,自知為同胞所唾棄，日夜渴望重新做人。
REG1_PP_13,熱血衝動的奮銳黨青年,人民,0,1,1,需要：【和平忍耐】目標 12 點 平息其武裝起義之怒。｜講道：【溫柔謙卑】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【捨身護衛】：抵擋暴民騷動或傷害時，替全隊吸收 3 點傷害！,滿腔熱血欲推翻強權，卻不知真正的救贖在於十字架。
REG1_PP_14,熱病得癒的彼得岳母,人民,0,1,1,需要：使徒按手醫治退熱【恩慈憐憫】目標 8 點。｜講道：【信實良善】目標 8 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【殷勤款待】：每日黃昏為全隊免費產出 1 份糧食！,耶穌摸她的手，熱就退了；她就起來服事耶穌。
REG1_PP_15,摧毀神龕的異教石匠,人民,0,1,1,需要：【喜樂熱心】目標 10 點 協助其砸毀祖傳假神雕像。｜講道：【信實良善】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【堅定磐石】：建立地方教會聖所時所需門檻 -2！,世代雕刻虛無偶像，如今方知天上有一位造物真神。
REG1_PP_16,外邦歸鄉的埃提阿伯太監,人民,0,1,1,標籤【周遊】（跨區隨行）。｜需要：登上其座車講解以賽亞書【信實良善】目標 12 點。｜講道：【溫柔謙卑】目標 10 點。｜成全門檻：5 枚代幣。｜聖徒恩賜【歡然前行】：跨區同行！在後續地區每輪穩定提供 2 枚【祈禱代幣】！,「看哪，這裡有水，我受洗有什麼妨礙呢？」
REG1_PIL_01,稅吏長撒該,大能者,0,3,1,解鎖：城中已有 3 平民歸主。｜需要：使徒進其家同席承受非議。｜講道：【溫柔謙卑】目標 14 點。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【四倍償還】：全隊虔誠回滿，且每輪產出 2 份大額物資！,「今天救恩到了這家，他也是亞伯拉罕的子孫。」
REG1_PIL_02,猶太會堂長睚魯,大能者,0,3,1,解鎖：城中已有 4 平民歸主。｜需要：守候 1 輪祈求【死裡復活神蹟】。｜講道：【和平忍耐】目標 14 點。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【磐石聖所】：會堂開放為永久聖所，該區所有災禍效果永久消除！,「不要怕，只要信！你的女兒必得痊癒。」
REG1_PIL_03,德高望重的學者迦瑪列,大能者,0,3,1,解鎖：城中已有 5 平民歸主。｜需要：使徒在公會受審時展現剛強見證。｜講道：【信實良善】目標 16 點。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【公會保釋】：徹底平息大公會查禁災禍，且所有法利賽人與官長試煉自動視為成功！,「他們所謀的若出於人，必要敗壞；若是出於神，你們就不能敗壞他們。」
REG1_PIL_04,敬虔的羅馬百夫長哥尼流,大能者,0,3,1,解鎖：城中已有 4 平民歸主。｜需要：突破民族偏見，【恩慈憐憫】目標 12 點。｜講道：【信實良善】目標 14 點。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【帝國護照】：全隊獲得羅馬軍隊庇護，免受暴民騷動，且進入下一地區時直接攜帶 3 份軍糧！,「你的禱告和你的賙濟達到神面前，已蒙記念了。」

