id,name,type,cost,vp,count,description,flavor_text
REG3_TRL_08,伊壁鳩魯學派的縱慾享樂誘惑,試煉,0,0,1,檢定：【節制克己】DC 12。｜成功：視世俗宴樂為糞土，堅守聖潔！｜失敗：被奢靡聲色玷污，罪惡值 +2（肉體情慾）。,「我們吃吃喝喝吧！因為明天要死了。」世界的享樂如同蜜糖，卻是包裹靈魂毒藥的誘餌。
REG3_TRL_09,迦流公堂前的暴民猶太控告,試煉,0,0,1,檢定：【和平忍耐】DC 12。｜成功：行省總督迦流秉公驅逐控告者，使徒免受官府迫害！｜失敗：被暴民趁亂毆打，HP -2 且虔誠 -1。,到迦流作亞該亞方伯的時候，猶太人同心起來攻擊保羅，拉他到公堂。迦流說：「你們自己耐煩去辦吧！」
REG3_TRL_10,巡撫腓力斯的受賄索賄暗示,試煉,0,0,1,檢定：【信實良善】DC 12。｜成功：不屈不撓指斥公義節制與將來的審判，腓力斯甚覺恐懼！｜失敗：屈服於官場勒索，損失 2 奉獻物資。,腓力斯指望保羅送他銀錢，所以屢次打發人找他來，和他談論。保羅講論公義、節制，和將來的審判。
REG3_TRL_11,亞基帕王與百尼基前的放膽分訴,試煉,0,0,1,檢定：【信實良善】DC 14。｜成功：言詞懇切震撼君王「你想少微一勸，便叫我作基督徒啊！」王承認使徒無罪！｜失敗：言詞怯懦，虔誠 -2。,亞基帕對保羅說：「你想少微一勸，便叫我作基督徒啊！」保羅說：「我向神所求的，不但你一個人，就是今天聽我的，都要像我一樣。」
REG3_TRL_12,哥林多信徒互相告狀求審,試煉,0,0,1,檢定：【和平忍耐】DC 12。｜成功：痛陳「為什麼不情願受欺呢？」化解弟兄私慾爭競！｜失敗：教會聲譽受損，本區講道 DC +1。,你們彼此告狀，這已經是你們的大錯了。為什麼不情願受欺呢？為什麼不情願吃虧呢？
REG3_TRL_13,偶像廟中祭偶像之物的良心試煉,試煉,0,0,1,檢定：【仁愛施予】DC 12。｜成功：為軟弱肢體緣故甘心不吃祭物，愛心造就人！｜失敗：絆倒信心軟弱的弟兄，罪惡值 +2。,知識是叫人自高自大，惟有愛心能造就人。所以，食物若叫我弟兄跌倒，我就永遠不吃肉，免得叫我弟兄跌倒了。
REG3_TRL_14,羅馬圓形競技場的血腥嗜殺浪潮,試煉,0,0,1,檢定：【恩慈憐憫】DC 12。｜成功：為殘暴看客默默哀求代禱，基督之光照亮黑暗殺戮！｜失敗：心靈被殘暴恐怖震懾，扣除 2 點虔誠。,看台上數萬公民狂呼嗜血，角鬥士倒在黃沙與鮮血之中，帝國的榮耀背後是無盡的殘暴。
REG3_TRL_15,猶太同胞四十人起誓殺害保羅,試煉,0,0,1,檢定：【忍耐寬容】DC 12。｜成功：外甥通報千夫長調兵護送，蒙神暗中保守脫險！｜失敗：遭遇刺客埋伏偷襲，HP -4。,猶太人同謀，起誓說：若不先殺保羅，就不吃不喝。這樣起誓的，有四十多人。
REG3_TRL_16,羅馬囚牢鐵鍊與寒冬孤寂,試煉,0,0,1,檢定：【忍耐寬容】DC 12。｜成功：在濕冷地牢中寫下榮耀凱歌「那美好的仗我已經打過了！」全隊虔誠 +3！｜失敗：身心冰冷抑鬱，扣除 1 HP 與 2 虔誠。,你要趕緊在冬天以前到我這裡來。那件外衣，你來的時候可以帶來，那些書也要帶來，更要緊的是那些皮卷。
REG3_EVT_01,亞居拉與百基拉夫婦熱忱接待,事件,0,0,1,福音工匠同心同行！使徒全體獲得 2 份糧食；且本輪在哥林多執行【親手做工】不消耗行動點（0 AP）！,因為革老丟命猶太人都離開羅馬。保羅投奔了他們。他們本是製造帳棚為業，保羅就和他們同住做工。
REG3_EVT_02,腓立比禁卒全家深夜受洗,事件,0,0,1,死牢化為神聖受洗池！當場洗去獄卒與全家之罪，全隊虔誠 +4，且該地點所有人民立刻心門大開！,禁卒叫人拿燈來，就跳進去，戰戰兢兢的俯伏在保羅、西拉面前；他和屬乎他的人立時都受了洗。
REG3_EVT_03,夜間異象：馬其頓呼聲,事件,0,0,1,聖靈跨海引導！立即抽看地區牌庫頂 3 張牌，自由調整順序；且下一張試煉牌難度直接 -4！,在夜間有異象現與保羅。有一個馬其頓人站著求他說：「請你過到馬其頓來幫助我們。」
REG3_EVT_04,羅馬百夫長猶流的寬待護送,事件,0,0,1,得蒙帝國軍官敬重！全體使徒 HP 各 +2；且本輪在全場移動完全免費（不限次數、不耗 AP）！,百夫長猶流寬待保羅，准他往朋友那裡去，受他們的照應。
REG3_EVT_05,使徒書信快馬傳遞眾教會,事件,0,0,1,真理話語跨洋堅固眾人！先前所有已建立之【教會團契】本輪支援效果立即全額產出一次！,我保羅親筆問安。你們要記念我的捆鎖。願恩惠常與你們同在！
REG3_EVT_06,特羅亞三樓少年猶推古死裡復活,事件,0,0,1,講道至半夜的神蹟大彰顯！全隊虔誠直接回滿，全場所有未歸主者所需祈禱代幣永久減 1 枚！,保羅下去，伏在他身上，抱著他說：「你們不要慌亂，他的靈魂還在身上。」眾人把那童子活活的領來，得的安慰不少。
REG3_EVT_07,希臘哲人痛悔砸碎雅典娜偶像,事件,0,0,1,世俗傲慢崩解歸信真神！獲得 2 份奉獻物資，且全體使徒消除 2 點傲慢罪惡值！,眾人聽見從死裡復活的話，就有譏誚他的；但有幾個人貼近他，信了主。
REG3_EVT_08,堅革哩女執事非比的慷慨周濟,事件,0,0,1,忠心女執事跨海資助！全隊每人各獲得 1 份糧食，並為全隊分發 2 枚【代禱代幣】！,她素來幫助許多人，也幫助了我。請你們在主裡接待她，在何事上要你們幫助，你們就幫助她。
REG3_EVT_09,保羅手巾圍裙彰顯醫治異能,事件,0,0,1,甚至有人從保羅身上拿手巾或圍裙放在病人身上，病就退了！全隊清除一切負面疾病與詛咒標記！,神藉保羅的手行了非凡的奇事；甚至有人從保羅身上拿手巾或圍裙放在病人身上，病就退了，惡鬼也出去了。
REG3_EVT_10,羅馬弟兄在三館出迎相會,事件,0,0,1,長途跋涉終見羅馬聖徒迎迓！保羅見了就感謝神壯膽！全隊虔誠回滿，且本輪檢定全員自帶 +2！,那裡的弟兄們一聽見我們的信息，就出來到亞比烏市和三館迎接我們。保羅見了他們，就感謝神，放心壯膽。
REG3_EVT_11,哥林多該猶全教會的愛宴款待,事件,0,0,1,全教會在該猶家中一同擘餅！全隊每人消除 2 點罪惡值，並各獲得 1 枚【代禱代幣】！,那接待我、也接待全教會的該猶問你們安。城內管銀庫的以拉都問你們安。
REG3_EVT_12,亞略巴古尊貴婦人達瑪哩歸信,事件,0,0,1,希臘貴族社會門戶大開！本區大能者講道門檻全面永久 -2，全隊虔誠 +2！,其中有亞略巴古的官丟尼修，並一個婦人，名叫達瑪哩，還有別人，一同信從。
REG3_CIT_01,腓立比看守獄卒,人民,0,1,1,需要：救拔免於拔刀自盡【仁愛施予】DC 8。｜講道：【溫柔謙卑】DC 8。｜成全（5祈禱）：《禁卒之筵》成全聖徒！每輪黃昏全隊免除 1 糧食消耗。,禁卒一醒，看見監門全開，以為囚犯已經逃走，就拔刀要自殺。保羅大聲呼叫說：「不要傷害自己！」
REG3_CIT_02,哥林多皮革匠亞居拉,人民,0,1,1,需要：【親手做工】共同分擔勞苦或施予 1 糧食。｜講道：【信實良善】DC 10。｜成全（5祈禱）：【周遊】《同工織帳》跨區同行！使徒每輪親手做工時額外獲 1 糧食或 1 物資。,遇見一個猶太人，名叫亞居拉；因為革老丟命猶太人都離開羅馬，新近帶著妻子百基拉從義大利來。
REG3_CIT_03,堅革哩女執事非比,人民,0,1,1,需要：護送跨海書信【信實良善】DC 10。｜講道：【恩慈憐憫】DC 8。｜成全（5祈禱）：【周遊】《信件攜帶》跨區同行！每輪晨更選任母會團契主席數量 +1（可選兩位發動支援）！,她是堅革哩教會的女執事，素來幫助許多人，也幫助了我。
REG3_CIT_04,雅典學院希臘哲學學徒,人民,0,1,1,需要：解答靈魂不死與復活之辯【信實良善】DC 8。｜講道：【信實良善】DC 8。｜成全（5祈禱）：《理性護道》成全聖徒！全隊面對任何哲學辯道試煉時檢定自動 +2。,雅典人和住在那裡的客人，都不顧別的事，只將新聞說說聽聽。
REG3_CIT_05,以弗所悔改銀匠,人民,0,1,1,需要：補償轉行轉業【施予 2 奉獻物資】。｜講道：【節制克己】DC 10。｜成全（5祈禱）：《金銀破碎》成全聖徒！每輪可主動消耗 1 AP，移除場上一張非災禍異教阻礙卡！,這製造銀龕的生意叫我們發大財。但他竟說人手做的不是神，斷了我們的財路！
REG3_CIT_06,羅馬近衛退役老兵,人民,0,1,1,需要：醫治舊傷膿瘡或【恩慈憐憫】DC 8。｜講道：【信實良善】DC 8。｜成全（5祈禱）：《羅馬鐵盾》成全聖徒！使徒受到任何肉身傷害時自動減免 1 點！,身披斑駁鎧甲，歷經無數征伐，內心卻在夜夜惡夢中尋求靈魂的安息。
REG3_CIT_07,哥林多管會堂的基利司布,人民,0,1,1,需要：破除律法門第之見【信實良善】DC 10。｜講道：【信實良善】DC 10。｜成全（5祈禱）：《全家受洗》成全聖徒！該地點每輪晨更額外多產出 1 枚祈禱代幣！,管會堂的基利司布和全家都信了主，還有許多哥林多人聽了，就相信受洗。
REG3_CIT_08,特羅亞少年猶推古,人民,0,1,1,需要：守候經歷 1 輪【醫治神蹟】。｜講道：【喜樂熱心】DC 8。｜成全（5祈禱）：《儆醒守望》成全聖徒！全體使徒在黃昏階段免疫一切突襲與偷竊！,困倦沉睡，就從三層樓上掉下去；扶起他來，已經死了。保羅使他活了過來。
REG3_CIT_09,米利大島部族老酋長,人民,0,1,1,需要：【醫治神蹟】清除熱病痢疾。｜講道：【恩慈憐憫】DC 8。｜成全（5祈禱）：《海島款待》成全聖徒！每輪黃昏全隊免費獲贈 1 份新鮮物資！,部百流的父親患熱病和痢疾躺著。保羅進去，為他禱告，按手在他身上，治好了他。
REG3_CIT_10,腓立比獲釋放的巫鬼使女,人民,0,1,1,需要：奉主名趕逐巫術附身【信實良善】DC 8。｜講道：【溫柔謙卑】DC 8。｜成全（5祈禱）：《靈眼明辨》成全聖徒！使徒抽地區牌時可預先查看牌堆頂 2 張並自選其一！,她跟隨保羅和我們，喊著說：「這些人是至高神的僕人，對你們傳說救人的道！」
REG3_CIT_11,哥林多碼頭異邦縴夫,人民,0,1,1,需要：施予 1 糧食。｜講道：【恩慈憐憫】DC 8。｜成全（5祈禱）：《重軛輕省》成全聖徒！使徒攜帶重物或跨地點移動時免除額外行動點消耗！,兩肩磨爛、在烈日下拉動笨重貨船的苦工，渴望聽見使勞苦擔重擔者得安息的佳音。
REG3_CIT_12,該撒利亞義大利營羅馬步兵,人民,0,1,1,需要：調解軍營酗酒毆鬥【和平忍耐】DC 8。｜講道：【信實良善】DC 8。｜成全（5祈禱）：《軍營護衛》成全聖徒！使徒在該地塊免疫任何暴民騷亂與偷襲！,持長矛維持秩序的羅馬衛兵，暗暗景仰使徒面對審判時從容不迫的尊嚴。
REG3_CIT_13,以弗所推喇奴學房青年學者,人民,0,1,1,需要：資助羊皮抄卷【施予 1 奉獻物資】。｜講道：【信實良善】DC 8。｜成全（5祈禱）：《真理抄卷》成全聖徒！祈禱呼求大能神蹟所需信心代幣減免 1 枚！,日夜筆耕不輟，記錄使徒辯道的每一句真理，渴望將福音抄本送往小亞細亞全境。
REG3_CIT_14,羅馬家庭教會秘密聚會者,人民,0,1,1,需要：施予 1 糧食。｜講道：【仁愛施予】DC 8。｜成全（5祈禱）：《地下守望》成全聖徒！當任一使徒虔誠跌破 5 點時，立即自動為其補充 2 點虔誠！,在帝國爪牙密布的幽暗中，他們在民宅深處打破餅、分著杯，等候主榮耀的降臨。
REG3_CIT_15,雅典尊貴貴婦達瑪哩,人民,0,1,1,需要：解答心靈虛空【溫柔謙卑】DC 10。｜講道：【溫柔謙卑】DC 10。｜成全（5祈禱）：《上層開門》成全聖徒！引導上流階層歸主，本區大能者講道門檻全面 -2！,雖坐擁華冠美服，心靈卻在多神偶像的虛妄中枯竭，終在基督的真道裡尋得新生。
REG3_CIT_16,逃奴阿尼西母,人民,0,1,1,需要：赦免接納並代寫求情信【恩慈憐憫】DC 10。｜講道：【仁愛施予】DC 8。｜成全（5祈禱）：《從前無益今有益》成全聖徒！每輪晨更投擲 1 骰，奇數提供 1 糧食，偶數提供 1 祈禱代幣！,他不再是奴僕，乃是高過奴僕，是親愛的弟兄。他在保羅捆鎖之中所生的屬靈兒子。
REG3_PIL_01,賣紫色布的呂底亞,大能者,0,2,1,前置：城中已有 3 平民歸主；心門敞開【仁愛施予】DC 14。｜講道：【信實良善】DC 14。｜成全（15祈禱）：《敞開門戶之殿》每輪黃昏全隊獲得 2 糧食與 2 奉獻物資，且使徒在全區可免費調度物資！,她聽見了，主就開導她的心，叫她留心聽保羅所講的話。她和她一家既領了洗，便求我們說：「你們若以為我是真信主的，請到我家裡來住。」
REG3_PIL_02,亞略巴古哲學官丟尼修,大能者,0,2,1,前置：城中已有 3 平民歸主；心門敞開【信實良善】DC 14。｜講道：【信實良善】DC 16。｜成全（15祈禱）：《未識之神辯道》全隊免疫第三區所有哲學試煉與異端思潮災禍，全場講道 DC 永久 -2！,雅典最高法庭審判官，希臘智慧的頂峰。當他降服於十字架的愚拙道理時，整個愛琴海的學界都為之震動！
REG3_PIL_03,巡撫腓力斯與百夫長,大能者,0,2,1,前置：城中已有 4 平民歸主；心門敞開【和平忍耐】DC 14。｜講道：【節制克己】DC 16。｜成全（15祈禱）：《帝國上訴豁免》羅馬行省法權庇護！全隊免疫帝國拘捕懲罰，撤銷一切審判敕令災禍！,「這人若沒有向該撒上訴，就可以釋放了。」帝國的利劍在神的權柄面前俯首。
REG3_PIL_04,該撒家信徒與禁衛軍,大能者,0,2,1,前置：城中已有 4 平民歸主；心門敞開【信實良善】DC 16。｜講道：【仁愛施予】DC 16。｜成全（15祈禱）：《福音直達地極》全隊虔誠上限永久提升至 22 點！晨更全體使徒各獲 1 代禱代幣，直接鎖定大使命終極大勝利！,「眾聖徒都問你們安。在該撒家裡的人，特特的問你們安。」福音穿透了暴君的深宮內院，基督的國度終必得勝！
