id,name,type,cost,vp,count,description,flavor_text
REG2_EVT_03,約帕海邊的硝皮匠款待,事件,0,0,1,愛心留宿：在海邊硝皮匠西門家安歇，全隊 HP 恢復 3 點，獲得 2 份物資！,彼得在約帕一個硝皮匠西門的家裡，住了多日。
REG2_EVT_04,雅各井湧流的永生活水,事件,0,0,1,生命泉源：全隊水糧物資直接補滿，且全體使徒各消除 2 點罪惡值！,「人若喝我所賜的水就永遠不渴。我所賜的水要在他裡頭成為泉源，直湧到永生。」
REG2_EVT_05,安提阿信徒首稱為基督徒,事件,0,0,1,榮耀稱號：全體使徒各獲得 1 枚【代禱代幣】，且全隊在該區傳道受洗人數直接 +1！,門徒稱為「基督徒」是從安提阿起首。
REG2_EVT_06,長大痲瘋得醫治歸來感恩,事件,0,0,1,感恩見證：十個被醫治的外邦痲瘋患者前來俯伏感謝，全隊虔誠 +3，且消除瘟疫災禍！,內中有一個人見自己已經好了，就回來大聲歸榮耀與神，又俯伏在耶穌腳前感謝他。
REG2_EVT_07,天使夜間向腓利說話,事件,0,0,1,神聖指引：當前使徒可直接翻看當前地區牌堆頂部 3 張牌並自由排序！,有主的一個使者對腓利說：「起來！向南走，往那曠野的路上去。」
REG2_EVT_08,安提阿教會跨區奉獻賙濟,事件,0,0,1,跨區愛心：獲得 4 份糧食物資，且可將 2 份物資直接轉化為當前守候神蹟的代幣！,門徒定意照各人的力量捐錢，送去供給住在猶太的弟兄。
REG2_EVT_09,大馬士革鱗片脫落重見光明,事件,0,0,1,異象覺醒：當前使徒可立即免費領受一張新【恩賜卡】（無視 15 點虔誠限制）！,掃羅的眼睛上，好像有鱗立刻掉下來，他就能看見，於是起來受了洗。
REG2_EVT_10,基利心山上神火降下,事件,0,0,1,威能神蹟：徹底摧毀當地的異教神壇，直接平息【行法術者的集體蒙蔽】災禍！,耶和華降下火來，燒盡燔祭、木柴、石頭、塵土，又舔乾溝裡的水。
REG2_EVT_11,多加親手縫製的內衣外衣,事件,0,0,1,慈惠織物：全隊獲得禦寒衣物，免疫一切暴風雪與嚴寒傷害，且 HP 各恢復 2 點！,眾寡婦都站在彼得旁邊哭，拿多加與她們同在時所做的裡衣外衣給他看。
REG2_EVT_12,荒原曠野號角響起,事件,0,0,1,復興號角：場上所有已成全聖徒各自發動一次恩賜產出，全體使徒精神大振！,號角聲在荒原迴盪，萬民都要側耳聽神的真道。
REG2_PP_01,雅各井旁有五個丈夫的婦人,人民,0,1,1,需要：向其要水喝並直指心靈渴求【恩慈憐憫】DC 8。｜講道：【信實良善】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【活水見證】：全城婦女歸主！使徒在此區傳道講道 DC 全部 -2！,「你們來看！有一個人將我素來所行的一切事都給我說出來了，莫非這就是基督嗎？」
REG2_PP_02,隔離營嚎哭的撒瑪利亞痲瘋者,人民,0,1,1,需要：祈禱施展【醫治神蹟】或【仁愛施予】DC 10。｜講道：【溫柔謙卑】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【感恩俯伏】：每輪黃昏自動為全隊清除 1 點罪惡值！,十個長大痲瘋中唯一的撒瑪利亞人，俯伏在耶穌腳前痛哭感恩。
REG2_PP_03,被邪術欺騙多年的鐵匠,人民,0,1,1,需要：破除家中的巫術符咒【信實良善】DC 10。｜講道：【信實良善】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【折斷鐵鎖】：抵擋一切巫術詛咒與試煉，全隊免受行動點扣減！,長年將重金送給法術師，落得家徒四壁，如今雙眼得見真理。
REG2_PP_04,約帕海港滿心憂愁的希臘水手,人民,0,1,1,標籤【周遊】（跨區隨行）。｜需要：以【和平忍耐】DC 10 平息其海上驚魂。｜講道：【信實良善】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【破浪引航】：跨區隨行！在旅程階段面對海浪與水難檢定時獲得 +3 修正，且免除一次船體物資損失！,航行於愛琴海與地中海，見慣驚濤駭浪，心靈卻渴望真正的錨。
REG2_PP_05,安提阿尋求真道的希臘哲學學徒,人民,0,1,1,需要：在衛城與其辯證宇宙造物主【信實良善】DC 12。｜講道：【溫柔謙卑】DC 12。｜成全門檻：5 枚代幣。｜聖徒恩賜【雄辯講義】：使徒進行真理講道時檢定自動 +2！,讀遍柏拉圖與亞里斯多德，卻在基督的十架前找到終極真理。
REG2_PP_06,因世仇痛失愛子的撒瑪利亞老農,人民,0,1,1,需要：傾聽其痛哭並以【恩慈憐憫】DC 10 撫慰。｜講道：【仁愛施予】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【化仇為友】：全隊在異族地點行動時免受任何歧視與門檻增加！,「猶太人殺了我的兒子...但我從你們眼中看見了不一樣的光。」
REG2_PP_07,大馬士革被強光震懾的護衛兵,人民,0,1,1,需要：【溫柔謙卑】DC 10 引導其走出恐懼。｜講道：【信實良善】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【同袍信函】：在公署免受羅馬兵丁盤問，購買軍糧半價！,同行的人站在那裡，說不出話來，聽見聲音，卻看不見人。
REG2_PP_08,加薩沙漠中瀕死的波斯行商,人民,0,1,1,標籤【周遊】（跨區隨行）。｜需要：分出 1 份水糧施救【仁愛施予】DC 8。｜講道：【恩慈憐憫】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【絲路駝隊】：跨區同行！每輪黃昏穩定提供 1 份糧食；且購買藥品補給花費 -1！,自幼隨駝隊穿越大漠，在生死邊緣遇見基督的門徒。
REG2_PP_09,隔離營中全身潰爛的痲瘋幼童,人民,0,1,1,需要：使徒按手擁抱並祈禱施展【醫治神蹟】。｜講道：【溫柔謙卑】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【純潔之吻】：全隊抵擋疫病與瘴氣檢定時獲得 +3 修正，且首次染病免受傷害！,連親生父母都不敢靠近的孩子，在使徒懷中得著了潔淨與溫暖。
REG2_PP_10,擺脫占卜邪靈的被釋放女奴,人民,0,1,1,需要：奉主名斥責附身邪靈【信實良善】DC 12。｜講道：【恩慈憐憫】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【靈界分辨】：抽到誘惑卡時可重抽一次；且面對誘惑事件時檢定門檻 -2！,「這些人是至高神的僕人，對你們傳說救人的道！」
REG2_PP_11,安提阿集市誠實度量的小商販,人民,0,1,1,需要：【仁愛施予】DC 8 協助其繳納攤位費。｜講道：【信實良善】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【公道天平】：市集補給品花費永遠 -1，且黃昏獲得 1 份物資！,不再短斤少兩，在市集上作光明之子。
REG2_PP_12,基利心山下的守殿老利未人,人民,0,1,1,需要：以【和平忍耐】DC 12 解釋靈裡敬拜之理。｜講道：【信實良善】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【古經啟示】：全隊祈求大能神蹟時，所需信心代幣門檻永久 -1！,白髮蒼蒼的老祭司，終於明白神不住人手所造的殿。
REG2_PP_13,約帕海港哭泣的貧苦寡婦群,人民,0,1,1,需要：分發救濟糧食 1 份【仁愛施予】DC 8。｜講道：【恩慈憐憫】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【代禱密室】：每輪晨更為全隊穩定產出 2 枚【祈禱代幣】！,受過多加許多恩惠的寡婦們，聚集在樓房同心合意禱告。
REG2_PP_14,曾參與迫害的愧疚青年,人民,0,1,1,需要：以【仁愛施予】DC 10 赦免其過犯。｜講道：【溫柔謙卑】DC 10。｜成全門檻：5 枚代幣。｜聖徒恩賜【無畏作證】：在面對任何官長公會試煉時，檢定獲得 +3 修正！,「我曾把信徒關進監牢...主啊，我還能得救嗎？」
REG2_PP_15,荒原驛站渴望洗禮的掌櫃,人民,0,1,1,需要：【喜樂熱心】DC 8 協助其清潔旅社。｜講道：【信實良善】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【客店庇護】：全隊停留於加薩驛站時免受一切黃昏扣血！,迎來送往半生客，如今迎來天國的君王。
REG2_PP_16,敘利亞軍營中的悔改百夫長僕人,人民,0,1,1,需要：以【恩慈憐憫】DC 8 照護其外傷。｜講道：【溫柔謙卑】DC 8。｜成全門檻：5 枚代幣。｜聖徒恩賜【營房通訊】：可隨時查看當前大能者牌堆頂部 1 張牌！,見證百夫長的信心，自己也在基督裡尋得真正的主人。
REG2_PIL_01,撒瑪利亞術士西門,大能者,0,3,1,解鎖：城中已有 3 平民歸主。｜需要：在全城百姓面前斥責邪術並以神蹟使其降服【信實良善】DC 14。｜講道：【溫柔謙卑】DC 14。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【邪術止息】：全撒瑪利亞所有巫術與邪靈騷擾徹底消除，全隊虔誠全滿！,西門自己也信了，既受了洗，就常與腓利在一處，極其驚奇。
REG2_PIL_02,希律伴讀大臣馬拿念,大能者,0,3,1,解鎖：城中已有 4 平民歸主。｜需要：進公署面見長官，承受叛國指控【信實良善】DC 14。｜講道：【溫柔謙卑】DC 16。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【王室宣教金庫】：敘利亞王室公函通行無阻！全隊獲得 6 份物資，且進入下一地區攜帶資金翻倍！,與分封王希律同養長大，卻看為基督受的凌辱比埃及的財寶更寶貴。
REG2_PIL_03,大馬士革敬虔門徒亞拿尼亞,大能者,0,3,1,解鎖：城中已有 4 平民歸主。｜需要：克服恐懼親自按手在兇狠迫害者頭上【和平忍耐】DC 14。｜講道：【信實良善】DC 14。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【按手復明】：全體使徒各選一項聖靈果子，其基礎點數永久 +1，且全隊各得 2 代禱代幣！,「主對亞拿尼亞說：你只管去！他是我所揀選的器皿，要在外邦人和君王面前宣揚我的名。」
REG2_PIL_04,廣行善事的女徒多加,大能者,0,3,1,解鎖：城中已有 4 平民歸主。｜需要：全隊在約帕樓房跪下痛哭守候 1 輪祈求【死裡復活神蹟】！｜講道：【仁愛施予】DC 14。｜成全門檻：15 枚祈禱代幣。｜大能恩賜【慈惠聖所】：多加復活！全城大為轟動歸信，全隊肉身 HP 全滿，且每輪穩定產出 2 份精良織物糧食！,彼得叫她們都出去，就跪下禱告，轉身對著死人說：「大比大，起來！」她就睜開眼睛，看見彼得，便坐起來了。

