id,name,type,cost,vp,count,description,flavor_text
JNY_TRL_12,荒野假先知的迎面攔截,旅程試煉,0,0,1,複合檢定：【信實良善】目標 12 點 ＋【溫柔謙卑】目標 10 點。｜雙過：揭穿謊言使其自慚形穢！｜失敗：信徒隊伍信心受攪擾，虔誠 -3。,有假先知迎面而來，口出狂言，要使使徒轉離正道。
JNY_TRL_13,草叢中被棄嬰孩的啼哭,旅程試煉,0,0,1,檢定：【恩慈憐憫】目標 8 點。｜成功：悉心抱起照護，行神所悅納的善，全隊虔誠 +3！｜失敗：視而不見匆匆趕路，使徒罪惡值 +2（冷酷）。,王要回答說：「這些事你們既做在我這弟兄中一個最小的身上，就是做在我身上了。」
JNY_TRL_14,林間饑餓孤狼的凶狠撲咬,旅程試煉,0,0,1,檢定：【和平忍耐】目標 10 點 或【喜樂熱心】目標 10 點。｜成功：以杖驅離野獸，全隊無損。｜失敗：被野獸撕咬，使徒受到 3 點生命傷害。,我差你們去，如同羊進入狼群；所以你們要靈巧像蛇，馴良像鴿子。
JNY_TRL_15,缺糧瀕死商隊的微弱哀求,旅程試煉,0,0,1,檢定：【仁愛施予】目標 10 點（自願分出 1 份物資）。｜成功：救人性命，商隊感激涕零，全隊獲得 2 枚【代禱代幣】！｜失敗：護食拒絕，全隊虔誠 -2。,你的仇敵若餓了，就給他吃；若渴了，就給他喝。
JNY_TRL_16,密林濃霧的迷途方向,旅程試煉,0,0,1,檢定：【信實良善】目標 10 點。｜成功：仰望星辰信靠神的引導走出迷霧。｜失敗：繞路迷途，本輪全隊額外消耗 1 份糧食。,你的話是我腳前的燈，是我路上的光。
JNY_EVT_01,曠野星空下的安息默想,旅程事件,0,0,1,神聖安息：全體使徒在此刻安靜休整，每位使徒各自恢復 4 點虔誠力或 3 點生命！,他使我躺臥在青草地上，領我在可安歇的水邊。
JNY_EVT_02,馬其頓的呼聲與異象,旅程事件,0,0,1,神聖引導：夜間異象顯現！進入下一宣教地區時，第一輪全體使徒傳道講道 檢定目標全部 -3 點！,有一個馬其頓人站著求他說：「請你過到馬其頓來幫助我們！」
JNY_EVT_03,枯木逢春的甘泉補給,旅程事件,0,0,1,及時供應：在石縫中發現清冽甘泉，全隊立即獲得 4 份糧水物資補給！,神在曠野開道路，在沙漠開江河。
JNY_EVT_04,雲柱火柱的神聖引導,旅程事件,0,0,1,天父看顧：本輪內全體使徒免疫一切旅程傷害與物資損失！,日間，耶和華在雲柱中領他們的路；夜間，在火柱中光照他們。
JNY_EVT_05,天使送來的炭火燒餅,旅程事件,0,0,1,以利亞的盛宴：使徒肉身生命 恢復 5 點，且下輪行動點 +1（大有力量健步前行）！,有一個天使拍他，說：「起來吃吧！」他觀看，見頭旁有炭火燒的餅，與一瓶水。
JNY_EVT_06,信徒聚落的熱情款待,旅程事件,0,0,1,肢體相通：遇見路途上的分散信徒，全隊獲贈 2 份物資並消除所有罪惡值 1 點！,他們接待我們，住了七天；這樣，我們就來到羅馬。
JNY_EVT_07,野地百合花的默想,旅程事件,0,0,1,驅散憂慮：全體使徒心中的焦慮全消，虔誠力各自恢復 3 點！,想一想野地裡的百合花怎麼長起來；它也不勞苦，也不紡線。
JNY_EVT_08,以馬忤斯路上的奇妙同行,旅程事件,0,0,1,與主同行！當前守候中的神蹟直接增加 3 枚信心代幣，全體使徒靈命大得復興虔誠全滿！,正談論的時候，耶穌親自就近他們，和他們同行。
JNY_EVT_09,拾獲曠野先知古卷殘片,旅程事件,0,0,1,經卷真理：全體使徒可挑選一人，使其任意一項聖靈果子基礎點數永久 +1！,草必枯乾，花必凋殘，唯有我們神的話必永遠立定。
JNY_EVT_10,寂靜曠野中的微小聲音,旅程事件,0,0,1,聖靈微聲：使徒完全降服於神，當前使徒身上的所有罪惡值直接全數洗淨！,風後有地震，地震後有火，火後有微小的聲音。
